node   1  (   0,    0) (   7,    3) (  12,    5) (  12,    6) (  10,    8) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
         
node   1 sent_total   4026  recv_total   3982

node   2  (   1,    0) (   0,    0) (   4,    2) (   8,    4) (  10,    8) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (  10,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
