          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
         
node   2 sent_total   4008  recv_total   3974

node   3  (   1,    0) (   0,    0) (   4,    2) (   8,    4) (  10,    8) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10) (  10,   10)
          (  10,   10) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
